instance sat family pattern-v pattern-e target-v target-e
meshes-CVIU11-5-73 0 10 82 240 1216 2939
meshes-CVIU11-5-99 0 10 82 240 4296 8447
meshes-CVIU11-6-102 0 10 199 539 3259 6523
meshes-CVIU11-6-150 0 10 199 539 4080 8926
meshes-CVIU11-6-151 0 10 199 539 886 1803
meshes-CVIU11-6-163 0 10 199 539 1971 5466
meshes-CVIU11-6-194 0 10 199 539 1730 4886
meshes-CVIU11-6-211 0 10 199 539 935 2723
meshes-CVIU11-6-265 0 10 199 539 643 1308
meshes-CVIU11-6-293 0 10 199 539 383 569
meshes-CVIU11-6-303 0 10 199 539 2040 4431
meshes-CVIU11-6-306 0 10 199 539 5254 14215
meshes-CVIU11-6-314 0 10 199 539 5183 12682
meshes-CVIU11-6-325 0 10 199 539 284 798
meshes-CVIU11-6-338 0 10 199 539 279 431
meshes-CVIU11-6-345 0 10 199 539 678 1552
meshes-CVIU11-6-400 0 10 199 539 1409 2833
meshes-CVIU11-6-438 0 10 199 539 3222 7965
meshes-CVIU11-6-443 0 10 199 539 2440 3744
meshes-CVIU11-6-485 0 10 199 539 857 2019
meshes-CVIU11-6-498 0 10 199 539 428 979
meshes-CVIU11-6-523 0 10 199 539 472 929
meshes-CVIU11-6-528 0 10 199 539 5039 10315
meshes-CVIU11-6-56 0 10 199 539 719 1790
meshes-CVIU11-6-58 0 10 199 539 400 820
meshes-CVIU11-6-65 0 10 199 539 5111 10332
meshes-CVIU11-6-68 0 10 199 539 4326 10230
meshes-CVIU11-6-77 0 10 199 539 2241 4161
meshes-CVIU11-6-81 0 10 199 539 877 2080
PR15-1 1 9 83 111 4838 7071
PR15-2 1 9 15 19 4838 7071
PR15-3 1 9 10 13 4838 7071
PR15-4 1 9 8 8 4838 7071
PR15-5 1 9 18 26 4838 7071
PR15-6 1 9 94 131 4838 7071
PR15-7 1 9 170 242 4838 7071
PR15-8 1 9 6 7 4838 7071
PR15-9 1 9 68 90 4838 7071
PR15-10 1 9 9 10 4838 7071
PR15-11 1 9 5 6 4838 7071
PR15-12 1 9 7 9 4838 7071
PR15-13 1 9 63 89 4838 7071
PR15-14 1 9 121 168 4838 7071
PR15-15 1 9 77 109 4838 7071
PR15-16 1 9 4 4 4838 7071
PR15-17 1 9 6 7 4838 7071
PR15-18 1 9 15 20 4838 7071
PR15-19 1 9 7 9 4838 7071
PR15-20 1 9 8 9 4838 7071
PR15-21 1 9 16 23 4838 7071
PR15-22 1 9 11 13 4838 7071
PR15-23 1 9 5 6 4838 7071
PR15-24 1 9 53 70 4838 7071
